reviewText,rating,summary,review_sentiment,summary_sentiment,hallucination,hal_score
My husband Loves his Pants,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8275943398475647
Excellent,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8514291048049927
love the new levis. fit great,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9830647110939026
"They fit pretty well. Haven't used a button fly for awhile, but I can't find Levi 560 jeans anymore.",4,They fit pretty well. Haven't used a button fly for awhile,NEGATIVE,POSITIVE,entailment,0.9929800629615784
The  design  and  size  are  very  good.,5,The design and size are very good.,POSITIVE,POSITIVE,entailment,0.9813015460968018
very good,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8136170506477356
My husband is 6 foot and slim and these fit so great!! We love them!! We bought the exact same ones in a different color at Macys for $75!! (Colors may vary in fit),5,... is 6 foot and slim and these fit so great!! We love them,POSITIVE,POSITIVE,entailment,0.5393235087394714
"Cheap,cheap,cheap!  Belt loop tore the first time I wore them. Not built the way they were years ago.  Very disappointed!",1,Poor quality,NEGATIVE,NEGATIVE,entailment,0.5039916634559631
love,5,Five Stars,POSITIVE,POSITIVE,neutral,0.870820164680481
Just right.,5,If you guna wear Levis wear the original.,POSITIVE,NEGATIVE,neutral,0.6390426158905029
Fake Levis. Way too big.,1,Fake Levis!!,NEGATIVE,NEGATIVE,neutral,0.6879865527153015
I love my 501's! These fit perfectly.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.966289758682251
Nice jeans,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8385058641433716
As expected- will stretch some,4,Four Stars,NEGATIVE,POSITIVE,neutral,0.9349169731140137
"Nice wash. My husbands only complaint was they are bottom fly, which I must have missed before ordering.",4,Four Stars,NEGATIVE,POSITIVE,neutral,0.8350631594657898
Perfect. It's exactly what we wanted.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8521284461021423
"As with all 501s, my husband complains about belt loops breaking off after a short period.  Hopefully won't happen this time?  Otherwise, he loves the fit.",4,"As with all 501s, my husband complains about belt ...",POSITIVE,NEGATIVE,entailment,0.5956346988677979
"Wish I had read the entire description that said these were button fly. I washed them as soon as they arrived, and I don't think I can return them, but I definitely was not seeking button fly jeans. This should be stated in the title of the item for clarity's sake. Otherwise, fit true to size.",3,Wish I had read the entire description that said these ...,NEGATIVE,NEGATIVE,entailment,0.8538313508033752
"Really like these jeans, comfortable, reliable, and cheaper on amazon.",5,"fast service, Great customer service.",POSITIVE,POSITIVE,neutral,0.9317866563796997
I like the fit a lot!,4,Fits to size looks good.,POSITIVE,POSITIVE,neutral,0.9236311316490173
"Ive always worn Levis but hadnt had a pair of button fly 501s since college. I was excited when my wife got me a pair for Christmas.  They fit me better than any jeans but the second time I put them on a belt loop has already torn loose. Really poor craftsmanship, I guess thats why kids buy the $180 pants now, is that what you have to pay for proper stitching?",1,Poor Quality.,NEGATIVE,NEGATIVE,entailment,0.6904722452163696
Quality product delivered on time.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.98084557056427
My partner loved it. May be getting more for special occasions.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9254366159439087
perfect!!!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.7850585579872131
Love the 501s.,5,Can't beat the button fly!,POSITIVE,NEGATIVE,neutral,0.6214966177940369
"As a long time wearer of Levi 501 these fit the same as they have in the past 10 years. Yes, I realize they don't have the same ""cut"" as they have had since inception in the 1800's or even through the 1990's but they have the same ""cut"" they have had for at least the last decade. This particular pair is extremely comfortable with the denim wash, very soft and has some give. Good broken in feel.",5,True 501 reliability.,POSITIVE,POSITIVE,neutral,0.8410564064979553
"I've worn these all my life, almost 70 years, but the quality has dropped a lot over the years even more so lately and of course the price went up, $10 more than my last pair cost here. Levi is spinning in is grave at the shameful quality of these, For years, decades, several generations,  a new pair had to be broke in, you beat them with sticks and rocks dragged them through mud puddles, just to loose up the fibers so the legs would even bend at the knees  These are like tissue paper in comparison. And last about as long if you still work hard for your living, But now that industrial hemp is again allowed to be grown the Original Version could be brought back. But if they do Mark My Words the price will more than double, not because they will cost more to make Because they will last 5 times or more longer. Until then we are getting ripped off with an inferior over priced product. And made in China, or anywhere but the USA,  is a real huge insult to Levi Strauss and the American Worker Levi made them for. So Sad",3,just to loose up the fibers so the legs would even bend at the knees These are like tissue paper in comparison,NEGATIVE,NEGATIVE,entailment,0.9503995776176453
The fit is great and they look amazing on,5,amazing,POSITIVE,POSITIVE,neutral,0.9775331616401672
"Nice buy ,fit is great best price I've found. We will be a repeat customer as long as price point stay within reason.",5,Fits like a glove very good purchase,POSITIVE,POSITIVE,entailment,0.9302521347999573
Buyin 501 for 40 years. Still lovem,5,Five Stars,POSITIVE,POSITIVE,neutral,0.7482672333717346
Buttons,4,Buttons,POSITIVE,POSITIVE,entailment,0.42755401134490967
I did not also realize that these jeans had a button fly.  They will be returned.,1,To small and buttons for a fly,POSITIVE,POSITIVE,neutral,0.887493371963501
Levi quality as expected was great,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9295629858970642
"Great fit, as described, good price!!!",5,Five Stars,POSITIVE,POSITIVE,neutral,0.9332209229469299
Shipped in a envelope something snagged it belt-loop ripped out upon arrival checked against my 10 year old pair of 501's and the material is much thinner returned will not buy Levi's again,1,Levi's material and workmanship not worth the price anymore,NEGATIVE,NEGATIVE,neutral,0.8470221757888794
"Quick delivery, as described, 5 stars",5,Fits as expected,POSITIVE,POSITIVE,neutral,0.9783883690834045
"Good fit, Good price, I love them.",5,Five Stars,POSITIVE,POSITIVE,neutral,0.9707538485527039
like,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8942153453826904
Think you.,5,Five Stars,POSITIVE,POSITIVE,contradiction,0.4816324710845947
Everything was perfect. Shipping time good. Well satisfied.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8345033526420593
"well, in my opinion, nothing fits like 501's. ......and my wife agrees!",5,The FIT,NEGATIVE,POSITIVE,neutral,0.5393266081809998
I have worn Levis 501 jeans for years. Good value & tough as nails!,5,Tough as nails!,POSITIVE,POSITIVE,entailment,0.6743431091308594
I love the product,5,Five Stars,POSITIVE,POSITIVE,neutral,0.981436550617218
Just what iwanted,5,Five Stars,POSITIVE,POSITIVE,neutral,0.912541925907135
Levis classic....love,5,Five Stars,POSITIVE,POSITIVE,neutral,0.720783531665802
You never go wrong with 501,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9402192831039429
price was right and fit was great,5,same great fit as always from levis,POSITIVE,POSITIVE,neutral,0.9773780703544617
very happy with product,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9273396730422974
These are my all time favorite jeans.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9253442287445068
"501 original jeans are my husband's favorite.  Just great to be able to order them and have them here for
Christmas.  Thank you!",5,501 original jeans are my husband's favorite. Just great to be able to order them ...,POSITIVE,POSITIVE,entailment,0.985617458820343
I love the way they fit me,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9614368677139282
There a great fit!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9210962653160095
fit great as always,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9609929919242859
Love my jeans!!! They fit perfectly!!!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9048557281494141
The jeans fit my just perfect,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9664926528930664
Fit well n look good,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9720625281333923
"Great price , fast kind service perfect fit they feel great , love them",5,"Great price, fast kind service perfect fit they feel ...",POSITIVE,POSITIVE,entailment,0.9606046676635742
Normally Levi's fit perfectly. These were a little large in the waist for some reason. I thought they would shrink when I washed them but they are still a little big after several washing. This pair had been relegated to my 'wear as a last resort' section.,4,Normally Levi's fit perfectly. These were a little large ...,NEGATIVE,POSITIVE,entailment,0.9561389088630676
"The first pair was too small, but the replacement was quick and they fit nice.",4,but the replacement was quick and they fit nice.,POSITIVE,POSITIVE,entailment,0.7418004870414734
The size 28 I bot too small do had to order the size 29 perfect!,5,... too small do had to order the size 29 perfect!,POSITIVE,NEGATIVE,entailment,0.9549383521080017
I thought all 501's were shrink to fit.,5,Original and Original Shrink To Fit. 501 comes in both. Be careful when ordering your 501's. Great service from this vendor.,NEGATIVE,POSITIVE,contradiction,0.9476971626281738
"This pair seemed a little larger than others, but good enough where I would not return them. I like the color.",3,but good enough where I would not return them,POSITIVE,POSITIVE,neutral,0.7293775081634521
"They were too small, so I had to return them.",2,Two Stars,NEGATIVE,POSITIVE,neutral,0.746513843536377
Love them,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9478471279144287
Perfect fit and just the style and color I like plus awesome price!!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9604607224464417
Just what I expected and fits my needs perfectly,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9415335059165955
"Purchased these as the exact same style as some other 501 Original Fit jeans, yet they are much tighter. Can't quite figure out why different colors of the same style and fit are different fits. Very annoying and frustrating. The color is great on these, but I wish they fit the same as my others did brand new. I will no longer purchase jeans online as the consistency just does not seem to exist.",3,Very annoying and frustrating,NEGATIVE,NEGATIVE,neutral,0.9794250130653381
Hubby loves these jeans! Levis always a perfect fit!,5,Levis always a perfect fit!,POSITIVE,POSITIVE,entailment,0.8498615622520447
My husband has been wanting these jeans for years but we couldn't find them anywhere. I tried these and he is in love!! He always wore these when we first got married but over the years had a hard time finding them. I won't have the problem now getting them for him. I will be buying these for him for as long as they sell them. Great quality and the price is great compared to other jeans we had to get him that didn't fit the way he wanted and were not as comfortable. Love these jeans !!! Best Christmas gifts for him in years !!!,5,I tried these and he is in love!! He always wore these when we first ...,POSITIVE,POSITIVE,neutral,0.5359959006309509
Love this brand,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9742751121520996
"My husband works in construction and will only wear Levi's 502 button fly jeans. Nothing else! I panicked at Christmas when all the stores in our area were out of his size. Then i thought to check on Amazon. You had the right size, and the price was 1/3 what i would of paid at the mall stores. Thank you!",5,Perfect size for a happy husband,POSITIVE,POSITIVE,neutral,0.7884382605552673
Perfect fit every time that's why I trust Levi sizes and Amazon to fulfill the order and deliver every time on time!,5,Perfect fit every time that's why I trust Levi sizes ...,POSITIVE,POSITIVE,entailment,0.8570306897163391
"Such a good start to end up with a poor review.  Product fits, stitching looks good, but after wearing around the house for a day I needed to run some errands.  I throw on a belt and give a little hitch to the whole rig and one of the belt loops pulls out of the fabric.  (I wasn't pulling on the loop and the side loops nearest where I lifted on the belt were fine.)  Damage is small and I'll be able to patch it up so won't go 1 star but so very disappointed.",2,Poor quality at belt loops,NEGATIVE,NEGATIVE,entailment,0.49143528938293457
